שאלה	1095106560
 -	919561
 ביטוי	1093009408
 שונה	1092681728
 של	1966080
 מחלת	2168848384
 הסכיזופרניה	1095106564
 אצל	524288
 אנשים	1109786624
 שונים	1109458944
 
ברצוני	41301498527808
 לשאול	2251851354144768
 אם	18014398509678592
 למחלת	2168848448
 הסכיזופרניה	1095106564
 יש	562949954666496
 קשר	1093009408
 לפעילות	2168848448
 יתר	1093009408
 של	1966080
 דופאמין	655360
 במקום	1093009472
 מסוים	1092681728
 לבין	524288
 ביטוי	2166751232
 המחלה	1095106564
 ?	917641
 
כלומר	18014398509678592
 ,	917513
 האם	274878889984
 אדם	1093009408
 שהמחלה	1095106820
 מתבטאת	15762625024294912
 אצלו	110707077545984
 בשמיעת	2168848448
 קולות	1109786624
 ,	917513
 קשורה	1094778880
 לפעילות	2168848448
 יתר	1093009408
 של	1966080
 דופאמין	655360
 באזור	2166751296
 השמיעה	1095106564
 במוח	1093009476
 ?	917641
 
<	917512
 EXPERT	1507328
 >	917505
 
אכן	131072
 ,	917513
 חושבים	2251826156863488
 כיום	131072
 שניתן	557056256
 להסביר	6755450981515264
 את	262144
 הגיוון	1093009412
 של	1966080
 ביטויי	2183528448
 מחלת	2168848384
 הסכיזופרניה	1095106564
 אצל	524288
 אנשים	1109786624
 שונים	1109458944
 בכך	144115188076445760
 שישנו	673657031688448
 הבדל	1093009408
 במיקום	2166751296
 הפגיעה	1095106564
 הביולוגית	1094778884
 במוח	1093009476
 .	917632
 
עם	524288
 זאת	144115188500070400
 ,	917513
 ההסבר	1093009412
 המדויק	1092681732
 הוא	72057594460045312
 הרבה	131072
 יותר	131072
 מורכב	1092681728
 ממה	983136
 שתיארת	11259007948620032
 ,	917513
 וכולל	2166751234
 מעורבות	1095106560
 של	1966080
 מסלולים	1109786624
 עצביים	1109458944
 שונים	1109458944
 במוח	1093009476
 ,	917513
 מסלולים	1109786624
 המוליכים	6755401089024004
 אותות	1109786624
 עצביים	1109458944
 בין	524288
 קליפת	2168848384
 המוח	1093009412
 לבין	524288
 חלקים	1109786624
 הממוקמים	13510800530079748
 באזורים	1109786688
 פנימיים	1109458944
 יותר	131072
 .	917632
 
ידוע	1092681728
 כי	36028797019160576
 בחלק	1093009472
 ממסלולים	1109786688
 אלה	144115188518944768
 יש	562949954666496
 פעילות	2168848384
 יתר	1093009408
 של	1966080
 דופאמין	655360
 אצל	524288
 אנשים	1109786624
 הלוקים	2251801461653508
 בסכיזופרניה	1095106624
 ,	917513
 וכי	36028797019160578
 יש	562949954666496
 קשר	1093009408
 בין	524288
 פעילות	2168848384
 יתר	1093009408
 זו	144115188500070400
 לבין	524288
 '	917640
 הסימפטומים	1109786628
 החיוביים	1109458948
 '	917640
 של	1966080
 המחלה	1095106564
 ,	917513
 כגון	524288
 הזיות	1111883776
 .	917632
 
באזורי	2183528512
 מוח	1093009408
 אחרים	1109458944
 ,	917513
 או	18014398509678592
 בעצם	131072
 במסלולים	1109786688
 עצביים	1109458944
 אחרים	1109458944
 ,	917513
 פעילות	2168848384
 הדופאמין	1093009412
 אצל	524288
 חולי	2166751232
 סכיזופרניה	655360
 היא	72057594462142464
 דווקא	131072
 פחותה	1094778880
 מהנורמה	1095106628
 ,	917513
 וחושבים	2251826156863490
 שיש	562949954666752
 לכך	144115188076445760
 קשר	1093009408
 ל	64
 '	917640
 סימנים	1109786624
 השליליים	1109458948
 '	917640
 של	1966080
 המחלה	1095106564
 ,	917513
 כגון	524288
 ירידה	1095106560
 במוטיבציה	1095106628
 ,	917513
 בכישורים	1109786692
 החברתיים	1109458948
 ,	917513
 ובמצב	2166751298
 הרוח	1095106564
 .	917632
 
בכל	6452019264
 אופן	1093009408
 ,	917513
 עדיין	131072
 רב	1092681728
 הנסתר	4503601258561540
 על	524288
 הגלוי	1092681732
 ,	917513
 והמחקר	1093009414
 ממשיך	6755425767456768
 לנסות	11259050608885760
 ולסייע	11259050608885762
 לנו	2251808578535424
 להבין	6755450981515264
 את	262144
 המחלה	1095106564
 ,	917513
 על	524288
 מנת	2168848384
 שנוכל	34535112960
 למצוא	2251851354144768
 לה	111256833359872
 טיפול	1093009408
 יעיל	1092681728
 .	917632
 
בברכה	655424
 ,	917513
 
ד'ר	655360
 איילת	655360
 אביטל	655360
 -	919561
 מגן	1093009408
 -	919561
 פסיכיאטרית	1094778880
 
<	917512
 /	919680
 EXPERT	1507328
 >	917505
 
